id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
12604,0,3,2,5,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.3,0.2,-1,11,1,0,0,1,0,1,1,2,1,104,1,0.422018957,0.438394894,-1,0,0.6,0.6,0.2,5,1,10,3,9,2,7,6,2,2,10,0,0,1,1,0,0
12605,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9,1.1,1.476058942,10,1,-1,0,0,6,1,0,0,1,77,2,0.374165739,0.879062705,-1,3.605551276,0.6,0,0.6,4,4,7,1,10,1,8,6,1,3,2,0,1,1,0,0,0
12606,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.4,0,0.993415824,10,1,-1,0,1,11,1,1,0,1,16,3,0.374165739,0.713274373,0.388715835,3.16227766,0.2,0.8,0.4,2,3,5,2,10,3,9,6,2,5,5,0,1,0,0,1,0
12607,0,4,1,7,1,1,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.8,1.297834735,11,1,1,0,1,6,1,1,3,1,104,3,0.316069613,0.524128557,0.306104557,1.732050808,0.6,0.9,0.7,3,1,7,1,9,5,8,6,1,2,6,0,1,0,0,0,0
12608,0,3,2,2,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.7,0.4,0.8,6,1,-1,0,0,11,1,1,0,1,101,3,0.374165739,0.783283511,0.38509739,3.31662479,0.7,0.8,0.9,1,1,8,2,10,1,7,3,2,3,5,0,1,1,0,1,0
12610,0,2,1,6,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.4,0,0.850367568,7,1,-1,0,-1,0,1,1,2,1,95,2,0.4,0.883211177,0.401372645,3.464101615,0.3,0.3,0,3,0,8,4,11,2,7,3,1,2,7,0,0,0,1,0,0
12613,0,0,1,6,0,1,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.3,0.585234996,11,1,-1,0,-1,11,1,1,0,1,99,2,0.316227766,0.621032864,0.368781778,3,0.6,0.6,0.6,2,0,8,3,9,1,13,1,0,4,4,0,1,0,0,0,0
12614,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.2,0.4,-1,4,1,-1,0,0,11,1,1,0,1,67,2,0.374165739,0.684449468,0.366606056,3.16227766,0.1,0,0.7,3,2,8,4,10,4,11,5,0,4,3,0,1,1,1,0,0
12615,0,0,1,7,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0.9,0.3,0.835164654,2,1,-1,0,1,11,1,1,0,1,57,2,0.374165739,0.694131243,0.392428337,2.828427125,0.2,0,0.3,3,2,7,4,10,2,13,5,2,4,5,0,0,0,0,0,0
12616,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.4,0,0.77055175,7,0,-1,1,-1,14,1,1,2,1,104,2,0.479583152,0.899678547,0.438520239,3,0,0.6,0.1,1,1,8,4,7,2,10,5,2,3,11,0,0,0,0,0,0
12617,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0.9,0.5,0.906228448,7,1,1,0,1,1,1,0,2,1,52,3,0.374165739,0.839188658,0.297321375,3.605551276,0.2,0.6,0.9,2,0,9,5,8,3,11,4,4,3,9,0,0,1,0,0,0
12619,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.9,0.3,0.644204936,6,1,-1,0,1,11,1,1,0,1,44,1,0.423792402,0.574959575,0.397617907,1,0.2,0.1,0.5,2,2,10,2,11,2,10,6,2,2,6,0,0,0,1,0,0
12621,0,3,2,2,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.7,0.7,0.995301462,11,0,-1,1,-1,0,1,1,1,1,75,2,0.447213595,1.114415312,0.444072066,3.464101615,0.2,0.8,0.2,1,3,7,4,6,1,8,6,2,2,10,0,0,1,0,0,0
12623,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.3,0.4,-1,10,0,-1,1,1,9,1,1,0,1,104,2,0.574456265,0.952291712,0.46151923,3,0.8,0.5,0.6,3,1,8,3,10,2,6,7,0,4,9,0,0,0,0,1,0
12624,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,1.4,1.762101019,10,1,-1,0,-1,11,1,0,0,1,76,3,0.316227766,0.843240013,0.379473319,3.605551276,0.7,0.5,0.5,4,0,8,3,10,2,8,4,2,4,10,0,0,1,0,0,0
12626,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,-1,5,1,1,0,0,1,1,0,2,1,64,3,0.316227766,0.761631568,0.301662063,3.741657387,0,0.1,0.6,2,2,8,6,7,1,3,5,2,3,7,0,0,1,1,0,0
12629,0,1,2,5,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0.9,1.4,1.577379155,5,1,-1,0,-1,1,0,1,0,1,91,3,0.374165739,0.942039286,0.404598567,3.464101615,0.4,0.9,0.2,1,3,6,3,10,3,5,7,1,6,5,0,1,1,0,0,0
12632,0,1,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6,0.4,0.795691523,11,1,1,0,0,11,1,1,2,1,101,3,0.374165739,0.77909144,0.321247568,3.31662479,0.7,0.8,0.2,2,3,8,2,7,2,8,7,1,1,6,0,1,0,1,0,0
12634,0,2,2,4,0,6,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.3,0.635413251,11,1,-1,0,-1,11,1,1,2,1,16,3,0.374165739,0.710749808,0.388715835,3.31662479,0.9,0.8,0.7,2,3,8,1,11,1,20,4,1,2,4,0,0,1,1,0,0
12637,0,1,1,6,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.7,0,0.698212002,11,1,-1,0,-1,1,1,1,2,1,10,2,0.316227766,0.749862246,0.381444623,3.464101615,0.4,0.1,0.1,1,1,8,4,8,1,9,4,2,2,9,0,1,1,0,1,0
12639,0,5,1,7,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.6,0.6,0.829533001,6,1,-1,0,-1,0,1,1,0,1,62,3,0.4,0.732833852,0.382622529,2.449489743,0,0.7,0.1,2,3,8,3,10,1,9,4,2,1,10,0,1,1,1,0,0
12640,0,0,1,6,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.8,0.7,0.9826622,11,1,1,0,1,15,1,0,2,1,97,3,0.387298335,0.946044396,0.298328678,3.605551276,0.2,0.1,0.7,1,0,8,1,11,1,9,9,5,6,10,0,1,0,0,0,1
12641,0,7,1,4,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.7,0.9,1.368164829,11,0,1,1,0,9,1,1,2,1,61,3,0.447213595,1.053094613,0.381968585,3.464101615,0.6,0.9,0.8,2,3,8,4,11,1,5,4,3,2,10,1,1,0,0,1,1
12642,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9,0.2,0.657171971,6,1,-1,0,0,11,1,1,0,1,104,2,0.447213595,0.600963414,0.408656335,1,0.5,0.3,0.3,0,1,9,5,12,2,7,9,2,0,8,0,1,1,0,1,0
12643,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0.1,0.2,-1,7,1,-1,2,-1,0,1,1,2,1,100,0,0.399749922,0.860892771,0.423083916,3.464101615,0.4,0.5,0.4,4,3,6,1,10,1,11,2,1,3,10,0,1,1,0,0,1
12644,0,0,2,0,0,-1,0,1,0,0,0,0,0,0,0,9,0,0,1,0.1,0.1,-1,6,1,0,0,0,1,-1,1,2,1,52,3,0.374165739,0.787636909,0.309030743,3.464101615,0.9,0.1,0.4,3,2,6,2,10,3,8,5,1,3,5,0,0,1,0,0,0
12646,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.5,0.6,0.596343022,7,0,-1,9,-1,16,1,0,2,1,104,3,0.447213595,1.520704219,0.450555213,3.741657387,0.5,0.7,0.7,2,2,9,2,10,3,12,7,3,2,8,0,1,1,0,1,1
12647,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.9,1.2,1.148912529,10,0,-1,0,1,7,1,1,0,1,104,3,0.447213595,0.942017353,0.41761226,3.16227766,0.4,0.9,0.8,4,4,7,1,11,1,15,4,1,3,6,0,1,1,1,0,0
12648,1,2,1,10,1,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.1,0.1,-1,6,1,-1,0,0,11,1,1,0,1,19,1,0.315594677,0.463056679,0.362629287,0,0.6,0.6,0.5,4,3,9,3,7,2,8,7,1,7,11,0,0,0,0,0,0
12649,0,2,4,9,1,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0.9,0.4,1.10481899,11,1,-1,0,-1,1,1,1,2,1,85,3,0.374165739,0.775223242,0.397492138,3.16227766,0,0.7,0.6,2,3,6,1,10,2,8,4,1,2,7,1,1,1,1,0,0
12651,0,0,1,8,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.3,0,0.838525492,8,1,-1,1,0,3,1,0,0,1,59,2,0.316227766,0.812963155,0.349857114,3.605551276,0.1,0.1,0.4,1,3,7,3,9,1,6,5,2,2,10,0,0,1,0,0,0
12656,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.7,0.2,0.579870675,6,1,-1,0,0,14,1,1,0,1,72,2,0.447213595,1.217010971,0.40938979,3.605551276,0.6,0.3,0.9,2,2,7,2,11,2,5,5,1,3,5,0,0,1,1,0,0
12657,0,3,2,6,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.8,0.2,0.424264069,7,1,-1,0,-1,1,1,1,3,1,74,3,0.374165739,0.66609135,0.386134691,2.828427125,0.4,0.2,0.7,1,1,9,4,8,4,12,4,0,2,10,0,1,1,0,1,0
12660,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.3,0.2,-1,9,1,0,0,1,11,1,1,2,1,103,3,0.316227766,0.673249183,0.288790582,3.31662479,0.9,0.4,0,3,0,8,2,8,3,5,8,1,1,10,0,1,0,0,0,1
12661,0,7,1,9,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0.8,1,1.325943061,11,0,1,0,0,15,1,1,2,1,5,2,0.424264069,0.823216831,0.325576412,2.645751311,0.4,0.5,0.8,1,1,10,1,11,3,8,10,1,3,4,0,1,1,0,0,0
12662,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1.492690524,7,1,-1,0,-1,1,1,0,2,1,80,3,0.316227766,0.80354329,-1,3.605551276,0.3,0.6,0.4,1,1,5,4,10,1,8,6,1,5,7,0,1,1,0,1,0
12667,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0.9,0.4,0.609815546,7,0,-1,0,-1,1,1,1,2,1,25,3,0.4,0.870342979,-1,3.605551276,0.8,0.5,0.4,1,0,6,4,10,1,8,3,1,2,7,0,1,0,0,0,1
12673,0,6,1,8,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.9,1.8,1.663580476,10,1,-1,0,1,10,1,1,0,1,55,2,0.447213595,1.170178697,0.417492515,3.741657387,0.3,0.8,0.8,5,2,10,4,8,2,10,3,3,3,9,0,1,0,0,1,0
12675,0,5,1,4,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.9,0.4,0.783421981,11,1,-1,0,-1,1,0,0,1,1,85,3,0.374165739,0.979482702,0.399624824,3.741657387,0,0.8,0.5,4,0,8,6,9,1,5,6,3,2,7,1,0,0,0,0,1
12676,0,5,1,4,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.4,0.3,0.910013736,4,1,-1,0,0,14,1,1,0,1,60,1,0.316227766,0.670903548,0.347275107,3.464101615,0.5,0.2,0.5,2,0,7,3,8,2,13,5,1,3,9,1,1,0,1,0,0
12678,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.9,0.8,1.129158979,7,1,0,0,0,1,1,1,-1,1,65,1,0.316227766,0.687731929,0.289827535,3.605551276,0.8,0.2,0.5,1,4,8,3,8,3,6,5,1,2,10,0,0,1,1,0,0
12680,1,1,1,6,1,4,0,0,1,0,0,0,0,0,0,8,1,0,0,0.7,0.3,0.632455532,9,0,0,0,1,11,1,1,2,1,7,3,0.424264069,0.797218823,0.354259792,3,0.6,0.5,0.1,2,2,7,5,9,2,4,5,1,2,10,0,0,1,1,1,0
12682,0,3,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9,0.1,0.509901951,9,1,0,6,0,14,0,1,2,1,104,0,0.475394573,0.802887352,0.387298335,2.828427125,0.5,0.7,0.1,2,4,6,5,9,3,4,7,2,2,8,0,1,1,0,0,0
12687,0,4,2,1,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.3,0.3,-1,7,1,1,0,1,11,1,1,1,1,104,3,0.447213595,0.803350422,0.358189894,3,0.2,0.3,0.2,4,3,7,4,9,3,9,3,2,3,12,0,1,1,0,0,0
12688,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.6,0.4,0.618465844,8,1,-1,0,1,4,1,1,0,1,9,2,0.316227766,0.634119419,0.394334883,3,0.8,0.1,0.5,4,4,6,2,8,2,9,5,2,4,8,0,1,0,0,0,0
12689,0,0,1,6,0,4,0,0,1,0,0,0,0,0,0,10,0,0,0,0.1,0.2,-1,7,1,-1,2,-1,1,1,0,2,1,1,0,0.374165739,0.915522702,0.418927201,3.605551276,0.7,0.4,0.4,3,1,8,2,10,0,5,3,1,4,5,0,0,0,0,0,0
12690,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,1.6,1.699080634,11,1,1,0,0,15,1,0,2,1,63,2,0.387298335,0.949129658,0.319374389,3.741657387,0.5,0.3,0.2,2,0,9,5,10,1,5,7,5,1,12,0,1,1,0,1,1
12691,0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,0.4,0.709753478,10,1,-1,0,-1,11,1,1,1,1,30,3,0.447213595,0.693252604,0.447772264,1.732050808,0.6,0.7,0.7,2,1,8,2,9,1,8,4,2,1,12,0,1,0,0,1,0
12693,0,3,1,6,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.1,0.2,-1,5,1,1,0,0,1,1,1,2,1,64,3,0.316069613,0.531157321,0.304138127,2,0.5,0.5,0.1,4,2,8,5,10,2,2,3,3,1,4,0,1,1,0,1,0
12696,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.7,0.7,0.960793943,11,1,-1,0,-1,14,1,1,2,1,60,1,0.316227766,0.639311355,0.347275107,3.31662479,0.7,0.3,0.4,4,1,8,2,8,2,9,2,3,3,6,1,1,0,0,0,0
12697,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.6,-1,11,1,-1,0,-1,1,1,1,2,1,65,1,0.316227766,0.573898514,0.352136337,3,0.4,0.6,0.1,3,3,6,4,8,6,8,3,0,2,8,0,1,0,1,0,1
12700,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.3,0.747495819,7,1,-1,0,-1,1,1,1,1,1,64,3,0.316227766,0.696804987,0.361939221,3.605551276,0.1,0,0.3,1,1,7,5,8,3,11,7,3,1,10,0,0,1,1,0,1
12703,0,0,1,6,1,6,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,0.6,0.898610038,6,1,-1,0,1,0,1,1,0,1,32,1,0.316069613,0.510711706,0.367423461,1,0.6,0.3,0.9,3,1,8,2,11,4,13,11,0,3,1,0,0,1,0,0,0
12706,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0.9,0.4,0.707990113,9,0,0,0,1,7,0,1,1,1,104,3,0.4,1.077637069,0.380263067,3.605551276,0.8,0.1,0.7,2,0,9,3,9,2,1,8,3,6,5,0,1,1,0,0,0
12713,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0.7,0.2,0.78382077,10,1,-1,0,0,1,1,1,0,1,10,2,0.316227766,0.703988049,0.381444623,3.16227766,0.7,0.6,0.1,3,1,6,4,9,0,10,5,1,7,9,0,1,1,1,0,1
12715,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.2,0.1,-1,11,0,-1,0,-1,14,1,1,2,1,68,3,0.447213595,0.852899769,0.427200187,3,0.6,0.6,0.7,0,2,9,4,10,4,8,5,1,6,9,0,1,0,0,1,0
12716,0,5,1,3,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.9,0.9,1.328533026,11,1,1,0,1,1,1,1,2,1,104,3,0.424264069,0.736433779,0.350713558,2.645751311,0.8,0.3,0.6,3,3,5,1,10,2,14,5,2,2,9,0,0,0,0,1,0
12717,0,3,1,5,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,0.2,0.634428877,8,1,-1,0,1,11,1,1,0,1,57,2,0.374165739,0.690505265,0.392428337,3,0.1,0.3,0.9,3,0,7,5,9,1,8,4,0,1,5,0,1,0,0,0,1
12721,0,2,1,0,0,6,0,1,0,0,0,0,0,0,0,6,1,0,0,0.7,0.4,0.619979838,10,1,-1,0,1,9,1,0,0,1,21,2,0.316227766,0.848868961,0.376828874,3.605551276,0.7,0.3,0.6,2,3,10,3,9,3,6,6,3,3,8,0,1,1,0,0,0
12722,0,5,1,9,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.8,0.2,0.645658579,11,1,-1,0,-1,1,1,0,2,1,65,1,0.316227766,0.683407239,0.350713558,3.605551276,0.4,0.5,0,2,1,7,3,9,1,6,3,1,4,11,0,1,1,1,0,0
12725,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.9,0.2,0.835912675,7,1,0,0,0,11,1,1,2,1,103,1,0.316227766,0.609616463,0.288790582,3.16227766,0.9,0.8,0.6,4,1,3,2,10,1,11,5,3,3,5,0,1,1,0,1,0
12728,0,3,1,4,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.4,0,-1,9,0,1,0,1,1,1,1,2,1,104,3,0.424264069,1.012320793,0.366060104,3.464101615,0.2,0.9,0,4,3,9,2,8,0,3,6,3,0,4,1,0,1,0,0,0
12732,0,4,1,2,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.2,0.3,-1,11,1,-1,0,-1,14,1,1,2,1,29,3,0.4,0.698744447,0.398497177,2.828427125,0.6,0.1,0.4,2,0,9,3,11,1,7,7,1,3,6,0,1,0,1,1,0
12733,0,2,4,7,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.5,0.1,-1,4,1,-1,0,1,14,1,1,0,1,42,2,0.4,0.753367097,0.393700394,3.31662479,0.8,0.3,0.2,1,0,9,4,8,2,9,1,3,1,9,0,1,0,0,0,0
12737,0,4,1,9,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.8,0.3,0.573367247,6,1,-1,0,-1,1,1,1,2,1,52,3,0.374165739,0.785061981,0.368103246,3.464101615,0.2,0.5,0.6,2,2,7,1,9,3,6,8,1,0,5,0,1,0,0,1,0
12740,0,3,1,4,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.8,0.9,1.41178079,7,1,1,0,0,4,1,1,2,1,48,3,0.316227766,0.599845021,0.29664794,2.449489743,0.4,0.6,0.7,1,2,8,5,6,1,8,8,0,3,8,0,0,0,0,1,1
12742,0,0,1,5,0,1,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.3,0.788194139,11,1,-1,0,-1,1,1,1,2,1,10,2,0.316227766,0.61348483,0.376828874,2.645751311,0.4,0.1,0.1,0,1,4,6,12,3,14,3,2,6,7,0,1,1,0,0,0
12745,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.7,0.2,0.511737237,11,1,1,1,0,3,1,1,2,1,59,3,0.316227766,0.759961395,0.309677251,3.605551276,0.2,0.7,0.1,4,1,9,1,9,1,7,4,1,2,12,0,0,0,0,0,0
12746,0,5,1,4,0,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0.2,0.3,-1,0,1,-1,8,0,11,1,0,0,1,71,2,0.529150262,1.483922098,-1,3.605551276,0.6,0.9,0.4,3,4,8,1,9,4,9,4,2,3,7,0,1,1,1,1,0
12748,0,7,1,9,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,0.5,0.3,0.55,7,0,0,8,1,13,1,1,4,1,20,3,0.447213595,0.764339503,0.371483512,2,0.7,0.6,0.9,0,4,9,2,10,1,9,4,1,3,10,1,1,0,0,0,0
12753,0,2,1,6,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0.7,0.2,0.60930288,11,1,1,0,1,1,1,1,2,1,74,3,0.374165739,0.66609135,0.330302891,2.828427125,0.9,0,0.8,2,3,7,3,9,5,10,3,0,1,9,0,1,1,0,0,1
12755,0,2,1,7,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.1,0.1,-1,4,1,-1,2,0,1,1,0,0,1,1,0,0.374165739,0.949184948,0.418927201,3.605551276,0.8,0,0.5,2,1,10,3,10,5,8,6,1,3,6,0,0,1,1,0,1
12757,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,0.4,0.862771696,6,1,-1,0,1,0,0,1,0,1,46,3,0.4,0.780932373,0.366333182,3.464101615,0.1,0.6,0.7,1,2,9,1,10,3,8,4,2,2,10,0,0,1,1,1,0
12758,0,0,1,6,1,4,0,1,0,0,0,0,0,0,0,5,1,0,0,0.4,0,0.92364766,7,0,0,0,0,15,1,1,2,1,5,2,0.424264069,0.864174474,0.325576412,2.828427125,0,0.2,0.7,3,1,8,5,10,4,11,6,1,4,8,0,1,1,0,0,0
12760,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.5,0.2,0.707548585,11,1,-1,1,-1,16,1,1,0,1,104,2,0.4,1.019702598,0.414728827,3.605551276,0.8,0.8,0.7,2,3,8,4,8,2,9,7,0,2,11,0,1,1,0,0,0
12766,1,0,1,9,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.4,0.5,0.900694177,7,1,0,8,0,11,1,1,2,1,24,2,0.529150262,0.922962353,0.427200187,1.732050808,0.9,0,0.2,4,2,8,1,9,3,7,5,2,3,4,0,1,1,0,0,0
12767,0,6,1,7,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.3,0.633936117,10,1,-1,0,1,11,1,1,0,1,36,2,0.374165739,0.832476143,0.379341535,3.605551276,0,0.7,0.2,3,0,8,3,8,2,10,6,0,2,7,0,1,1,0,0,0
12768,0,1,3,8,1,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0.8,1.3,1.465221826,11,0,-1,0,-1,15,1,1,2,1,5,2,0.424264069,0.955140507,0.4,3,0.8,0.2,0.3,1,1,8,4,7,2,10,2,2,5,8,0,0,1,0,0,0
12770,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.4,0,0.974037987,7,1,-1,0,-1,14,1,0,0,1,82,3,0.316227766,0.793686346,-1,3.741657387,0.3,0.9,0.9,4,1,4,2,11,1,6,7,1,3,6,0,1,1,0,1,0
12774,0,1,1,6,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0.3,0,0.546008242,10,1,-1,0,0,0,1,1,0,1,34,2,0.4,0.911709297,0.378021163,3.605551276,0.4,0.2,0.6,2,2,10,1,6,2,8,6,2,5,9,1,0,1,1,0,0
12775,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9,1.7,1.712819313,11,0,-1,0,-1,15,1,0,2,1,5,2,0.447213595,1.216280742,0.4,3.741657387,0.7,0.9,0.7,4,2,8,1,7,2,5,2,1,1,7,0,1,1,1,0,0
12778,0,0,3,7,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,-1,7,1,-1,0,-1,1,1,0,0,1,65,1,0.316227766,0.694726297,0.352136337,3.605551276,0.8,0.4,0.9,2,1,7,1,11,1,5,5,1,3,9,0,0,0,1,0,0
12781,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.8,0.3,0.639824195,11,1,-1,1,-1,3,1,1,2,1,102,2,0.4,0.855403341,-1,3.605551276,0.1,0.4,0.6,1,1,9,5,8,1,7,6,4,2,12,0,0,0,0,1,0
12783,0,5,2,4,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.6,0.4,1.112429773,6,1,-1,8,0,4,0,1,0,1,6,2,0.4,0.967605462,0.412189277,3.464101615,0.4,0.5,0.3,3,3,8,4,10,3,8,2,1,1,7,0,0,1,0,0,0
12786,0,6,1,5,1,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.6,0.4,0.665676348,6,1,-1,0,1,0,1,1,0,1,87,3,0.316227766,0.67675392,0.36152455,3.16227766,0.4,0.7,0.4,4,1,8,2,9,2,8,6,1,3,11,0,1,1,0,0,0
12790,0,4,1,8,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.6,0.7,1.121104366,7,1,-1,0,-1,4,1,1,2,1,104,2,0.447213595,1.1431163,0.422492604,3.464101615,0.7,0.6,0,1,3,9,4,8,3,13,3,3,2,7,0,1,0,0,0,0
12791,0,1,1,11,1,0,0,1,0,0,0,0,0,0,0,8,0,0,1,0.7,1,1.211404144,8,0,-1,0,1,15,1,1,0,1,5,2,0.424264069,0.960586942,0.4,3,0.2,0.6,0.5,4,2,6,3,7,4,13,8,2,2,9,0,1,0,0,0,0
12792,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.7,0.2,0.565685425,4,1,-1,0,1,0,1,1,0,1,32,1,0.316227766,0.5965119,0.36152455,2.828427125,0.9,0.3,0.9,4,2,9,2,12,2,4,3,2,5,10,0,1,1,0,0,1
12798,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.9,1.8,1.610512341,11,0,0,1,1,17,1,1,2,1,104,1,0.4,1.312377503,0.332415403,3.16227766,0.7,0.4,0.3,3,0,10,3,7,2,8,3,1,1,8,0,0,0,0,0,0
12800,0,5,1,2,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.8,0.6,0.760345316,2,1,-1,0,1,7,1,1,0,1,92,3,0.374165739,0.762024815,0.392683078,3.31662479,0.3,0.1,0.2,3,1,7,1,9,3,11,8,2,2,12,0,1,0,0,0,0
12806,0,5,1,5,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.5,0.920597632,11,1,-1,0,-1,10,1,1,2,1,28,3,0.374165739,0.708828623,0.378813939,2.645751311,0.1,0.1,0.1,3,3,8,4,11,5,10,4,0,1,6,0,1,1,0,1,0
